destiny1, destiny2, destiny3, destiny4, destiny5, destiny6, destiny7
-3.6134481577364963, -6.764935380272987, -3.5718089493886924, -5.246137760373688, -5.027157428451779, 3.129676315275118, -3.761992871438313
-0.8171768525232568, 0.5180543008512133, -0.454925131971135, 0.15722889785516725, -1.5938413636955682, -0.9688900069463618, 3.134397395802172
0.07171215349089197, 0.21085151841498787, 0.7132323203563088, 0.8948089203319055, 0.658755415020971, 0.8409505820342363, 0.9588728735939805
0.25184881359342176, 0.5770628189247478, 4.0688691915869026E-4, 0.7548963433460404, 0.4905502859701377, -0.024955972035978664, 0.9297775702960982
1.0073418194484451, 0.5846234549518856, 0.6552477459924023, 0.410895072922767, 0.06489059370179366, 0.05807836501261704, 0.9067428713701722
0.4900302516004904, 0.1416049638029037, 0.11164996255977266, 0.11526958941374986, 0.2951733025128047, 0.8620102478598579, 0.025949897812691292
0.6269920272633275, 0.2904499002249177, 0.5781463628985603, 0.21581564004585363, 0.348414416858337, 0.521337542221102, 0.7297242682996704
-0.00556751085613226, 0.2652506204185532, -0.062170179079880955, -0.04489808049624306, 0.7337304558634246, 0.6029190383446221, 0.33631525214418273
0.1782353514016545, 0.47997963218580064, 0.5843552673733758, -0.06638286075024219, 0.8980522228114323, 0.6924369358276301, -0.022890102203285672
0.018497874859947448, 3.0461112119896, -1.6746792639993668, -0.10427322127661785, -0.6954149271415148, 0.15895939127485118, 0.75333110107114
-0.602571304410429, -1.8076920364920095, -6.470421193758826, 7.96564321250546, -0.0676093061749354, -0.964822218908797, -0.2645910297909159
7.384065292736156, 0.46404370182991866, -2.192872585338652, 0.2622606949810819, -0.06807402196630088, -6.9137976901121325, -1.042144095678377
-0.3132129730802935, -0.9824327445167195, 0.277228862179535, 0.5681737435595832, 3.223151848097073, -0.5058906945067543, -2.150424740117072
-0.05535690126765638, 0.581743683456872, 0.768019199500784, 0.8568387667624198, 0.4444472370490559, -0.01271471747364262, 0.8221753511936095
0.661318546536764, 0.11856598278964885, 0.6119304711651561, 0.10956290742203896, 0.5253162046575829, 0.8377541775952836, 0.4591299200565076
0.5854440098781044, 0.4203492815445311, 0.8556293452536361, 0.6323161529067443, 0.375616031340285, 0.5011321087144304, 0.8295805895802169
-2.351034752944149, -1.4528659933908576, -2.680340166855745, -0.9297147234469318, 1.4200549226427484, -6.361292531479455, 6.839790386472726
0.4405690488950567, 1.5568774451461247, -0.4877459155690981, -0.4802430899940771, -0.7834287357370445, 0.13423588991428195, 0.526406995875722
-2.835790690456355, 2.569696413071831, 7.011903935622574, 1.5392735214869973, -3.490644550634764, -6.940570472556735, -1.6809445353951509
0.8893537967997418, 0.35449268865317474, 0.14241168955941577, 0.7597454738368076, 0.3901777975509743, 0.4131603709406768, 0.09683864709655454
0.23697484192034507, 0.9513010248644597, 0.7111468731841099, 0.7043414808455081, 0.12471258782452574, 0.5771994113040798, 0.7959374522672571
-1.6377466117281747, 4.191362494959902, -3.667521509511151, -2.350797512264196, 4.751680916811966, -1.4621220156751196, -4.825408787839798
0.2613552131908394, 0.46236200514243814, 0.054844229781190384, 0.36964398115760916, 0.055230753846306255, 0.5211630192046277, 0.5089275087729515
0.6177690787993247, 0.850617780113511, 0.6756080069970043, 0.8606728184315252, 0.6669954123159306, 0.4382047745169228, 0.9063704618871242
0.5829198957978615, 0.1612954999202238, -0.04638266937835472, 0.21749366201611453, 0.5631745557443283, 0.6199594116384592, 0.8930871155660832
0.06949024136689301, 0.9852641786728513, 0.15382280950243768, 0.2188962825678515, 0.10277935124726029, 0.6823505372216181, 0.6847685499136824
