testError, validateError
9.674060217448876, 9.685415496579054
9.625158263424852, 3.6559767642052776
9.67717790476784, 9.641629386778192
9.68535917790204, 9.684134107830575
9.673406209960515, 9.68465920638518
9.588040577838745, 3.7678183874018343
9.649075389995177, 9.67920136341064
9.648870250924348, 9.684161960873576
9.666412559180236, 9.683304806684278
9.648090113321967, 9.68313681286878
9.68082519240067, 9.639597289594548
9.684028604054104, 9.639348253975328
9.673046480213536, 9.678167592466309
9.597682931669135, 9.67799474920937
9.646995756413615, 9.638578503770145
9.66409963846494, 9.680683202236171
9.229245582237077, 3.83776760939375
9.657549572454739, 9.68247539380298
9.657348069354777, 8.41261358228017
9.679277536313258, 9.682133200745708
9.670399757993739, 9.652800757750326
9.645680734064689, 9.681659932139853
9.64768852951034, 9.636506443596746
9.564091652667116, 9.676245339980168
9.681805008340552, 8.38640073308626
9.211054251345734, 9.680394982093192
9.668906120198644, 9.680793397740471
9.668928255422367, 9.680743736717691
9.673425892665154, 9.201302699122463
9.666877585340893, 9.680390287596264
9.671177389118252, 9.680090536371196
9.667930311826586, 9.674809358296176
9.64287614752738, 9.674633579134236
9.672503601101482, 9.649979305213547
9.654056864020259, 9.674267819497189
9.190463023826347, 8.316588473406638
9.650961531644304, 9.676969630389092
9.671741427333366, 8.304384385227168
9.644012109314017, 9.678071255034437
9.675968478853692, 9.678442589639973
9.655675747942446, 9.676223641607935
9.612613180971898, 9.16328018550394
9.649635563191076, 9.672762325112673
9.674927184419593, 9.677829453481008
9.674721351571803, 9.677657231252352
9.668252090648927, 9.629972777207966
9.638331558133928, 9.16923851989954
9.674166739563018, 9.629397421976993
9.579804163166347, 9.164055094933088
9.152738347252408, 9.147881845883692
9.518099412230718, 9.676526893029123
9.146646537721887, 9.676192433812234
9.63867527129671, 9.154297267991037
9.63767849799205, 9.675946004226034
9.651431000369199, 9.675766304594394
9.665261442179293, 9.67556341725013
9.66121500685463, 9.675250390295982
9.66580940025958, 9.67518040641332
9.606145267686918, 9.674997393684988
9.675341748301316, 9.6725799328908
9.661813939600432, 9.134835210506198
9.656075140204656, 4.134967232146397
9.671459933394141, 9.673506247597691
9.66117295099614, 9.668674183871161
9.644624114707886, 9.673698937265778
9.633079831539872, 9.116226771536393
9.506182926468323, 8.149961420769047
9.672080518802938, 4.165768728111283
9.087222034611388, 9.115919726727457
9.542452732709629, 9.622768240741978
9.66222031832918, 4.158935472899246
9.552682474980651, 9.622144975315587
9.642720862829737, 9.621876152116872
9.65160025659384, 9.671325311142542
9.631756260724442, 9.640328494171206
9.662007553426998, 9.67151064629749
9.658645417736915, 9.66919636472325
9.671783260323672, 9.090248173195915
9.66055133752041, 9.671040052049317
9.667967678009202, 9.670835937718028
9.660913934562808, 9.084467378161104
9.649698986391293, 4.2417531238162045
9.662592081620664, 9.66479715540477
9.657040114504559, 9.670013200676072
9.648969374690926, 9.617923286899
9.556898238092456, 9.668869770745983
9.655932803237897, 9.663951212465847
9.660783033228347, 9.668450731155673
9.653975703628992, 9.666698970171351
9.629597734712833, 9.668030445866778
9.64750134893838, 9.667817870908507
9.644816687794624, 4.293628198279144
9.668665801985714, 9.66798595511119
9.637450624980186, 9.635403233126224
9.623998856800258, 9.666964022856064
9.653775442822456, 9.666748285472352
9.548453621710962, 9.634594146901637
9.654893363400737, 4.3365722421324975
9.6568306171823, 7.864487166365377
0.0356125435582623, 7.852034840714653
9.654156453882647, 9.031581172925394
9.6447155506994, 9.663877123247145
9.639967176312835, 9.660450543963147
9.662694914780728, 9.665595000276339
9.65154239169359, 9.664774497795978
9.626557103286547, 9.66529161247459
8.910970193605861, 9.665066792588158
9.663619928222067, 9.66484371182052
9.467741929978464, 9.662304714919784
0.03334192442861838, 9.608978291064487
9.536781649023167, 9.001148272100094
9.664478053720945, 7.701733047542012
0.03143995417819537, 8.994739505371223
9.649498012400619, 9.661157387038942
9.652456463511177, 9.607060542895278
9.514187704269057, 9.606672856034495
9.53128624172467, 9.62894021267013
9.661314625723323, 7.611488303227058
9.51193990387609, 9.659988048368703
9.648100138792186, 9.656502212296598
9.639608652014294, 9.659512466578217
9.65075458973189, 8.963883387369304
8.800979899530862, 9.660623734378216
9.629099773007225, 9.603462566208439
9.507446463614942, 4.488690442849646
9.652565197468011, 9.660511618650974
9.63626635610903, 9.602229735331735
9.520513240180472, 9.657821054166886
9.632823418626874, 9.62530490513468
9.619011976677996, 8.93313829032785
9.636748244117562, 9.624685243301586
9.615185717796464, 9.653554605092692
9.60995638980192, 8.922098555162949
