testError, validateError
9.751907661225685, 9.69809570316268
9.462755174446558, 9.75604802009954
9.755101530274835, 9.738297423595197
9.751629791500312, 9.757269233713389
9.73213047801096, 9.740477113115604
9.742561904421029, 9.75571962564788
9.750152186212576, 9.74030475522668
9.731832684227331, 9.491489260547013
9.741563723221565, 9.48994711768984
9.754561691539662, 9.741068641684098
9.75736806382057, 9.7399392302043
9.757835872576718, 9.740900699005719
9.737350043386124, 9.485707842382935
9.730578972607796, 9.754912567474278
9.73692421654527, 9.484509318485879
9.69203342111613, 9.75595708766178
9.740795192881615, 9.752657927087384
9.729600095486829, 9.740275741758548
9.752987021299875, 9.755720926259341
9.74056360101552, 9.736676847934465
9.749269033227284, 9.75431316884159
9.611849831438215, 9.466091536830827
9.740230492592351, 9.755802026530903
9.735992606183041, 9.736213015336686
9.722453704265753, 9.753980231115563
9.72865817754818, 9.753887069067787
9.752306561969412, 9.689952859813355
9.752922409034928, 9.73818680903594
9.74834211652688, 9.735920475666532
9.722609705600837, 9.75150283105955
9.73534600428372, 9.739243360746602
9.729217008360058, 9.755030258017964
9.753370210758458, 9.753270877469728
9.742407921419021, 9.735323179418254
9.75590585363062, 9.751050542010775
9.753069766871077, 9.687308267736244
9.752253765966467, 9.738556836626868
9.755076962022235, 9.445950244655391
9.751874915564434, 9.75399265028974
9.74735353958152, 9.75062185228558
9.75169705068466, 9.437250166832468
9.741717385860232, 9.752494302478569
9.74156562922735, 9.752382309311594
9.751625193693565, 9.7340003788309
9.752256868019403, 9.752439060133707
9.733963071592733, 9.752105758898862
9.72568747359592, 9.752251710879179
9.754181315374977, 9.752141189988665
9.73289633787774, 9.753111080294373
9.754540829917794, 9.75172896246656
9.725474850234711, 9.751655927685253
9.750862930837792, 9.751533809790589
9.747346189595849, 9.749388334985367
9.726441825120123, 9.423866873586176
9.597904318646664, 9.735072200380705
9.749724778332942, 9.68364758330806
9.74962482174576, 9.734849446532762
9.749980198447139, 9.750953370354255
9.731582790682504, 9.732318981001573
9.736718053218135, 9.683578556851995
0.8017551427376933, 9.75067299489328
9.725443773300924, 9.751885691558465
9.750517162553843, 9.751773839681846
9.750394470545057, 9.731902772608192
