testError, validateError
9.767764013420392, 9.31722359665963
4.768591032137013, 9.771060366052177
4.851130005463831, 9.768602021214837
9.75892658189292, 9.783404673623565
9.783777453262491, 9.770926473459498
9.780621437784612, 9.725399034639498
2.170836729507842, 9.726335224967729
9.781431622883025, 9.30700975305494
9.51573565920251, 9.75457423796516
9.78376118834751, 9.754406789258471
9.768735271625722, 9.726169945068275
9.768744018408421, 9.776400272785825
9.782901420014637, 9.76802115233758
9.763474233237355, 9.310709996604286
2.6019961507916762, 9.70363968263462
9.779951666133421, 9.754171510119706
9.779848615488902, 9.78259855374631
9.755234800200576, 9.767756425405894
9.76323972278953, 9.7760123637697
9.783134312286812, 9.726173677487454
9.785638235766434, 9.775888333008215
9.782987758698305, 9.782307398078432
0.5645708228200411, 9.769644996025361
9.765583506395394, 9.775732202585209
9.78285747622899, 9.724819133526434
1.3963900388380284, 9.775616834440529
9.758035465920893, 9.775542795629322
9.768679848937778, 9.702353933649936
9.779240759442395, 9.702770235473222
9.781902812243022, 9.317803730248416
9.781826663626985, 9.338016099499049
9.779067220458295, 9.781765687628447
9.77734329676743, 9.775217149197433
9.780742287169689, 9.724321303193738
9.778023668853967, 9.766810468024673
9.782233126234871, 9.775027545859174
9.761711460103509, 9.753148963260129
9.782108291286981, 9.774880151198344
9.534952506972655, 9.70284812041076
9.550160200604699, 9.645586950358139
9.780313180618686, 9.774703602649906
9.763992755157227, 9.700359944920068
9.782302650863185, 9.766256678663728
9.763833640434104, 9.311122159650823
9.7794427519064, 9.648245222827642
9.547174112062804, 9.768231033886282
9.781136334733452, 9.337577475413054
9.784127896561758, 9.642292581664194
9.781422839439749, 9.765967694316869
9.774529757623986, 9.78073667245634
9.781831772309888, 9.767957847064539
9.774403093803437, 9.722905590087324
9.533762826075623, 9.752063299113217
0.550016503399167, 9.76544474807409
9.778090221917092, 9.645860081397036
9.763055531251721, 9.780389944636056
9.780630562766762, 9.773715225300759
9.752110120444577, 9.765281421218718
9.780857802016534, 9.765263694768564
9.543334533346206, 9.306621579275177
9.750702691230407, 9.767323030069212
9.539137858191037, 9.767183545146292
9.783292174417221, 9.645027398178735
9.777025805289389, 9.697945952912216
9.759677346429049, 9.75759247795108
9.76400957342333, 9.779821955974013
9.751093219407322, 9.330263726717408
9.71115493013431, 9.750927230155678
9.775148489861442, 9.766802267070076
9.75523965502208, 9.750780387385959
9.782831511702627, 9.721641118932595
9.749847809512294, 9.720687518658377
9.53427757276006, 9.766513512033482
0.9754765993143151, 9.772680157952271
9.759176198818581, 9.766342335693599
9.779503930000637, 9.779240819628798
9.779443478060209, 9.766229068711363
9.77624518966559, 9.750340827583967
9.532415886947204, 9.766115332998043
9.779602290170583, 9.720688132689189
9.776084200295374, 9.7789559935179
9.774370581937939, 9.31800628983961
9.765130855734544, 9.749982125548092
9.764153141252452, 9.720349982961263
9.761125302412642, 9.771972492468931
9.749494199979319, 9.763586189886126
9.776183857092121, 9.718980802634123
9.760923621466953, 9.778548311559772
9.772150153187795, 9.76324439859314
9.518100507660334, 9.77843617329985
9.781693035498277, 9.771611086450026
0.0740333945032676, 9.765303862457868
9.763674539426235, 9.719024491293265
9.753094221044302, 9.749293411959696
9.77922411205795, 9.749081455565692
9.774291633747541, 9.762874327843377
0.057137210270832066, 9.771233013477998
9.776897844287028, 9.718917143437995
0.4242972942981852, 9.29011398015429
9.77329136386635, 9.762650273125178
9.77580934526306, 9.777821988559422
9.775289964622838, 9.718397592086632
9.778752382639176, 9.770875115936741
0.7128827294549925, 9.748498095374316
9.778094631787377, 9.770761365848495
9.7524532005718, 9.693414723045917
9.773623262148908, 9.777467306988802
9.761252972154182, 9.754436254824869
9.777887505889337, 9.762050093111997
9.772691021699677, 9.717671463818151
9.774259269627128, 9.764062914266168
9.70242486137942, 9.747996929278113
0.12270666641900976, 9.77024552328963
9.75161775244481, 9.717265277618223
9.774001632610803, 9.777016077133025
9.74603310728554, 9.770075145740487
9.747368606224883, 9.628212277950425
9.76199668682191, 9.761488045751536
9.77515630923569, 9.747425802819945
9.772839224282171, 9.29649899219433
9.775027133748326, 9.716320339434658
9.760279023489318, 9.69123118349297
9.755348853051318, 9.716622644784067
9.779855011078956, 9.760945505452016
9.771795723894568, 9.776447702290994
9.745259258914816, 9.628512387146316
9.771674772584051, 9.769381827850962
9.762163076978828, 9.753163553261304
0.12454793307483128, 9.76292541136431
9.77662506475988, 9.776173966612232
9.746014958262554, 9.62727316654214
9.771371717681232, 9.746569755410308
9.771319999255873, 9.760395207374602
9.754533878234328, 9.762632259776357
9.776018174425964, 9.752638089945806
9.760849053856708, 9.760244802244925
9.775900876329072, 9.623999438275257
9.760712448016568, 9.71520923781395
9.779024668932589, 9.768649659971503
9.489506114142621, 9.715068462812088
9.769014015780213, 9.768528022485553
9.772937551972857, 9.775502325792349
9.768893121213841, 9.75213919802955
9.773246171291072, 9.622794187248074
9.773189459678088, 9.74570730714749
9.749141082569928, 9.751951760962923
9.770483097485505, 9.775213596937563
9.480697539877406, 9.687681840781236
9.76083202907194, 9.687368034734531
9.771042262063153, 9.281323253587455
9.778360744047536, 9.745187068542638
9.770186000509797, 9.713826264546842
9.778251030370198, 9.774878333355064
9.770067751922944, 9.687471603349339
9.773091448549541, 9.270187251582128
9.77253772068474, 9.759000864739672
9.771499268962055, 9.712807762953961
9.769833045119126, 9.713215424844133
9.774617957737767, 9.758714404448439
0.01831123565457456, 9.774490793579192
9.760056768727605, 9.712563714062982
9.7576387630729, 9.774379632032943
9.77426986647822, 9.712233319071862
9.774671419966555, 9.77426627158764
9.774265967290836, 9.760672003580426
9.774207956619195, 9.685391259039191
9.770894519390994, 9.262044419423756
9.773786952389383, 9.766890107989179
9.773914676895407, 9.758129975832656
0.13616121956887314, 9.268088706432252
0.0974894812121994, 9.750230104122837
9.773855417441343, 9.757958394114327
9.773681071262024, 9.773766721808403
9.77460924248914, 9.757829624304998
0.10071613144966485, 9.749962844593636
9.751325588446031, 9.749979817997774
9.74689785674662, 9.749843952882374
9.756566582903172, 9.757572379305229
9.773763776335615, 9.749707299315158
9.755141174467237, 9.773374772622502
9.469809329442795, 9.759665916446243
9.754990872485356, 9.759613822404544
9.750884857066639, 9.749412970015213
9.757765591501995, 9.757175518723303
9.746256930507734, 9.710075170196674
9.769754243198463, 9.757048046585208
9.757589124048081, 9.772976738049222
9.750404478646823, 9.709882573920096
9.773200986205813, 9.749029422176804
9.767923979373228, 9.61031991174178
9.773083469270755, 9.748893053249832
9.750145949764732, 9.756612720802222
9.76590202121061, 9.609046103581068
9.77287764555478, 9.74867769759165
9.772383480978558, 9.758789897263116
9.769096758178113, 9.76517046259755
9.770094231700336, 9.68089168294317
9.753835424178554, 9.758588257657534
9.753769509976449, 9.758538205600034
9.769522145630827, 9.680198401370918
0.027977541931027868, 9.758401924833946
9.739105866864342, 9.708559603512326
0.030184097830235703, 9.764744075997683
0.023456048485115767, 9.764679131494
9.767022256403601, 9.679620683708876
9.765114046005747, 9.74136036123004
9.757017669763247, 9.755623921072573
9.764992056619691, 9.755575443462005
9.754510060312663, 9.764369146699634
9.775095531434436, 9.707708352618678
9.771265200166566, 9.740987154196672
9.75594871805549, 9.740920645161937
9.755892490019484, 9.707320383833194
9.768089430246755, 9.747314030133243
9.76793814605374, 9.755099088806915
9.771126578498409, 9.757446660244385
9.77150377608171, 9.771275380568683
9.768819748186313, 9.67766170626878
9.756209887872352, 9.76373776269445
9.76768898918266, 9.746887003756697
9.77066507089474, 9.740265612119885
9.769210373085455, 9.706418712975339
9.774355210447764, 9.763486620774032
0.022620214428620423, 9.76341992537432
9.747506885449903, 9.67653381159098
9.765731363377672, 9.59898390583385
9.770454164333787, 9.754289754402903
9.774067642983645, 9.763161613328295
9.765543943744314, 9.763101764102446
9.77070904380772, 9.675664308370115
9.419250896436663, 9.762972323447414
0.012686106565329744, 9.762906538383897
9.770524240976759, 9.756334566845874
9.76592561752358, 9.770285172288073
9.74665571596819, 9.67500683205684
9.76769817713457, 9.75367029868933
9.42313948065305, 9.770107049768432
9.770779455536344, 9.753543768081759
9.773430182911461, 9.594450198763585
9.770089440771246, 9.762390089681872
9.680335875809568, 9.593752176111694
9.7680045428022, 9.673731566547064
9.769578567850202, 9.704024939192651
9.752075560043018, 9.753123826624654
9.766110517456921, 9.769633530730447
9.76598936442307, 9.228043136071147
9.762547389969088, 9.75290925983283
0.012089896233066794, 9.744844031476104
9.769525059702497, 9.744758994358524
9.765788460771358, 9.590768154221605
9.76895676616794, 9.224605549844217
9.76936584187157, 9.590183311954876
9.76661674925112, 9.58967532926731
9.766552468066797, 9.589452665991331
9.76882021381943, 9.737692842482984
9.772426888382425, 9.73761877446923
9.749773216697104, 9.737532000946072
9.772307224448053, 9.737467627358857
9.765879089995487, 9.744002763175217
9.399551479849032, 9.670791495927308
9.389949629992795, 9.754451666293303
9.76812181847992, 9.754385571375035
9.763371561752871, 9.760866245133542
9.73424295357953, 9.21749589409327
9.763917570183372, 9.21611143658659
9.76843847929865, 9.669636573286553
9.749031692784747, 9.58446434966479
9.768881239718217, 9.215480761511147
9.764490487195987, 9.669079068185937
9.673831847837334, 9.214280868108641
9.763517854965867, 9.751198297724075
9.771458204881528, 9.21154342857743
9.749962453347903, 9.582627534823375
9.374093539858086, 9.750973672345095
9.749816277236755, 9.736124415889847
9.732407943183597, 9.753409749198363
9.765814898896355, 9.581164652835312
9.379821562029212, 9.667363802209012
9.77102851253665, 9.735797050241912
9.365528288680173, 9.579971884818091
9.76377682435011, 9.759639692896826
9.374241586238329, 9.75299388471401
9.747823005205527, 9.750304574070045
9.767258125318792, 9.204746850202726
9.7635057497935, 9.666097471899374
9.747782185452417, 9.698753400245966
9.742126458360241, 9.69866744804672
9.35564126347541, 9.66549626881233
9.76659751249599, 9.759084819524587
9.764167350280951, 9.749785065427512
9.766822408449222, 9.200095496487018
9.731456172847135, 9.664692179429595
9.759489694416665, 9.766672479453833
9.763894666648246, 9.574272230626343
9.766521427881264, 9.766544669413463
9.344638099999278, 9.697404210285884
9.666843552041012, 9.196499499204208
9.763619334320499, 9.194480873143947
9.769775479014184, 9.740854123742464
9.729985821758142, 9.766223426414053
9.740827534037958, 9.766158338022064
9.76559812021105, 9.758166705905127
9.740641560758432, 9.75148088638579
9.762107086539043, 9.191135516443556
9.729455349872177, 9.733658155672273
9.749908806160043, 9.74855623391659
9.74736363468698, 9.765769036756529
9.760974427120948, 9.733403477999811
9.74897902148683, 9.748324849443792
9.761774997698303, 9.567479274662103
9.758233456737383, 9.733142110302566
9.758162652817253, 9.748087082034164
9.729237061987304, 9.750748222875286
9.728506994151646, 9.183495969589426
9.746728944247714, 9.739518724715635
9.765077741150343, 9.659658765941206
9.76123765202334, 9.694515672560682
9.739181750258489, 9.739266803550809
9.72796982344852, 9.75693332571768
9.768416470885178, 9.65876507947558
0.009788739557567615, 9.658584183183825
9.302205923340752, 9.764778950258686
9.759899495030426, 9.750002319707972
9.764063942863094, 9.738748386743525
9.768087128989182, 9.175311814240057
9.311482934160322, 9.764511018321496
9.762476209821365, 9.738493329771563
9.732991321177572, 9.559140707850089
9.732861174339801, 9.738320230710581
9.761066176744071, 9.756117166395821
9.764604451453643, 9.749395645809669
9.737776094961724, 9.755966517998928
9.758530132125037, 9.167355634501632
9.27871067879162, 9.737880468209278
9.746891873665332, 9.55565185044871
9.737365739843847, 9.655049787375203
9.758870106423483, 9.730864156431567
9.76076900574594, 9.65455928382245
9.763436120518973, 9.737416887555154
9.763032560404723, 9.74581919262033
9.744601425403095, 9.653682670432486
9.74307922588707, 9.763416707860427
9.758420512164397, 9.748462107817971
9.276939058375865, 9.158682611300677
9.757639806003906, 9.652731055232268
9.271940848919902, 9.745303620704926
9.744094324873059, 9.754818628516306
9.759751638757905, 9.154203308128242
0.01172879328059317, 9.729761642276305
0.008349762725024114, 9.747919746589345
9.766319481865482, 9.747836873636716
9.724216353563689, 9.744793079567488
9.73003251859865, 9.747681681545416
9.757581066314424, 9.54614052469279
9.766039050307539, 9.688583032829529
9.723717256448348, 9.545190845205996
9.735131530931715, 9.14494252296666
9.246342518318633, 9.74727652196376
9.741619969700025, 9.728834954024038
9.757116648657963, 9.72873432062033
9.74541811963731, 9.54214198057568
9.734597857803484, 9.75363952448215
9.7586209944975, 9.728457973229323
9.64554787778428, 9.753478232977397
9.754217106025974, 9.686893649818758
9.203199474468073, 9.728148592339164
9.754059900396891, 9.64675511606522
9.759505636869845, 9.753155191584222
9.741288071632521, 9.746391427787103
9.733704562784288, 9.746298588054476
9.756247254201975, 9.746221503076331
9.642411294944166, 9.727573549301983
9.722068584326427, 9.727479125929221
9.178065373945403, 9.742828216240891
9.758968958200423, 9.125512087703866
9.760302346087089, 9.73394388217544
9.756733660833358, 9.742561311085241
9.757691840225506, 9.76083339837838
9.764311849334208, 9.643050729988108
9.759985788055706, 9.752168960677695
9.759905802306474, 9.64232684961897
9.760196901742113, 9.52959149755806
9.720756938125113, 9.74198085022053
9.743373589821791, 9.745134575982322
9.756081548724074, 9.741791991754667
0.012822870245968622, 9.526873795880373
9.759300847525084, 9.732846897222474
9.7252863058689, 9.751493689529825
9.7557488046603, 9.63965557062909
9.752195433887573, 9.759922064385206
9.719082476018452, 9.741220845210476
9.758890605832788, 9.751147050549438
9.758809466037691, 9.741030588071608
9.758691389124293, 9.681285746285894
9.741495024033776, 9.750888577842703
9.756208397724889, 9.740720077232362
9.754097243440828, 9.750712400107693
9.754010857523438, 9.724921228179328
9.730168081045973, 9.517400859784983
9.730047307355301, 9.7437379235578
9.740891600129341, 9.759059540453494
9.755695392759778, 9.515125547764498
9.754555377438727, 9.740010674927502
9.754412563757022, 9.750089539321605
9.722545913684295, 9.08024821020368
9.75637792478034, 9.758655793302568
9.740274570570516, 9.510646061640244
9.750646752355104, 9.743019398524691
9.757909121729405, 9.508906606128788
9.7547910134986, 9.758327551888742
9.71609480336084, 9.749449784910892
9.736640275769053, 9.677293024144165
9.754523652523853, 9.758080275851308
9.757466528207338, 9.629388361295359
9.727971895082652, 9.742360359951011
9.75732351530638, 9.060281240946965
9.757232792220822, 9.742173902780666
9.752212033974411, 9.742075837323545
9.619700140635453, 9.729256719756124
